Time,Latitude,Longitude,Depth/Km,Magnitude,magError
45:20.7,42.8225,13.1698,10.9,2.7,0.837449118
46:25.4,43.0173,13.0802,9.3,2.7,0.837991859
52:42.5,42.8532,13.0163,10.6,2.5,0.8385346
58:19.7,42.7383,13.149,18.8,3.1,0.839077341
00:33.2,42.7913,13.1758,9,2.3,0.839620081
13:30.3,42.8993,13.1632,9,2.6,0.840162822
23:15.7,43.0212,13.1158,9.4,2.3,0.840705563
28:57.6,42.8307,13.1395,10.3,2.2,0.841248304
30:08.6,42.8552,13.0115,10.9,2.3,0.841791045
33:01.4,43.0413,13.0725,8.3,2.6,0.842333786
33:25.4,42.7907,13.1537,8.7,2.5,0.842876526
36:53.1,42.8905,13.1883,10,2.1,0.843419267
38:58.8,42.8227,13.045,9.6,2,0.843962008
43:43.2,42.9495,13.1112,12.9,2.5,0.844504749
47:57.5,42.8078,13.1503,11.2,2.3,0.84504749
48:56.9,42.7642,13.1538,10.1,2.2,0.845590231
50:17.6,42.5322,13.2573,10.9,2.4,0.846132972
51:44.9,42.9517,13.1963,6.4,2.4,0.846675712
55:17.4,42.7653,13.2162,11,2.8,0.847218453
56:46.1,43.0368,13.0998,6.9,3,0.847761194
58:01.1,42.7567,13.1983,9.9,2,0.848303935
02:18.0,42.7912,13.093,28.6,2.4,0.848846676
04:36.1,42.8462,13.183,10.7,2.5,0.849389417
05:36.4,42.691,13.1997,11.4,2.4,0.849932157
11:23.5,42.7537,13.2612,11.1,2.2,0.850474898
12:28.8,42.695,13.1982,11.4,2.3,0.851017639
16:19.0,42.8672,13.1948,7.4,2.2,0.85156038
18:22.3,42.6245,13.2633,12.2,2,0.852103121
23:28.1,42.9952,13.1327,7.8,2.6,0.852645862
28:54.0,42.8228,13.1507,11,2.9,0.853188602
30:35.3,42.7272,13.1917,9,2.2,0.853731343
31:53.0,42.886,13.1608,7.5,2.8,0.854274084
34:20.8,42.7297,13.1798,14.2,2.2,0.854816825
36:26.7,42.7598,13.0902,11.1,2,0.855359566
39:51.3,42.9197,13.1327,9.7,2.5,0.855902307
44:38.4,43.0607,13.0923,4,2.2,0.856445047
46:54.2,42.9288,13.2052,8.7,2.7,0.856987788
53:52.9,42.7618,13.176,9.7,2.3,0.857530529
55:55.3,42.923,13.206,9.4,2.8,0.85807327
04:20.2,42.8588,13.2278,10,2.4,0.858616011
09:06.2,42.7072,13.1553,11.7,2.4,0.859158752
09:19.6,43.0568,13.0835,7.4,2.7,0.859701493
13:13.5,42.8147,13.0592,9.9,2.3,0.860244233
15:07.8,43.0718,13.085,10.7,2.4,0.860786974
16:09.4,42.778,13.2108,10.8,2.1,0.861329715
24:16.0,42.9397,13.2147,7.7,3.2,0.861872456
25:44.1,42.8267,13.1363,9.6,2.4,0.862415197
28:36.6,42.6862,13.2023,12,2.2,0.862957938
38:40.7,42.7242,13.1742,8.8,2.2,0.863500678
41:04.3,42.7768,13.1072,10,2.7,0.864043419
46:17.6,42.882,13.1088,10.3,2.4,0.86458616
47:05.9,42.9307,13.0467,10.5,2.3,0.865128901
48:14.7,42.8027,13.1407,10.5,2.4,0.865671642
49:03.5,42.7248,13.114,14.3,2.3,0.866214383
51:37.2,42.8923,13.2022,7.9,2.8,0.866757123
55:16.7,42.6845,13.2013,11.2,2.5,0.867299864
58:00.8,42.8897,13.2105,8.2,2.3,0.867842605
01:49.8,42.8112,13.0988,9.5,2.2,0.868385346
04:28.0,42.8393,13.0668,10.4,2,0.868928087
06:25.1,42.8893,13.0452,9.8,2.1,0.869470828
09:09.8,42.8923,13.1818,14.5,3,0.870013569
10:48.6,42.7777,13.0518,11.3,2.4,0.870556309
13:11.4,42.9293,13.201,8.3,2.4,0.87109905
13:46.0,42.9397,13.2032,10.9,2.3,0.871641791
14:58.2,42.9575,13.2003,7.4,2.3,0.872184532
16:06.1,42.8703,13.1572,11.7,2.8,0.872727273
17:13.1,42.9032,13.1465,8.7,2.8,0.873270014
22:53.0,42.7277,13.2132,9.9,2.6,0.873812754
31:48.9,42.8032,13.205,9.6,2.2,0.874355495
34:55.5,42.6927,13.2733,10,2.5,0.874898236
35:23.6,42.8952,13.007,10.1,2.6,0.875440977
39:41.7,42.8312,13.2078,6.4,2.4,0.875983718
40:13.2,42.7627,13.0582,10.2,2.5,0.876526459
43:20.0,42.7157,13.1832,10.2,2,0.877069199
47:48.1,42.9193,13.1485,9.7,2.5,0.87761194
48:30.0,42.8018,13.1213,9.1,2.6,0.878154681
50:10.6,42.8267,13.1363,10,2.3,0.878697422
54:07.5,42.8965,13.1648,8.9,2.1,0.879240163
55:18.9,42.8912,13.0942,7.9,2,0.879782904
00:56.0,42.8775,13.1145,10,2.1,0.880325645
04:57.6,42.8017,13.071,11.1,2,0.880868385
07:10.2,42.8225,13.227,10.2,2.3,0.881411126
10:05.8,42.7777,13.0562,11,2.3,0.881953867
11:50.1,42.829,13.2273,9.1,2.6,0.882496608
13:52.0,42.7827,13.1197,10.4,2.2,0.883039349
16:01.4,42.8853,13.2012,7.5,2.3,0.88358209
19:52.7,42.8217,13.1333,9.4,2.8,0.88412483
24:53.2,42.8058,13.0477,10.7,3.3,0.884667571
33:12.8,42.8637,13.1012,9.9,2.1,0.885210312
34:19.4,43.0257,13.0988,6.6,2.1,0.885753053
35:40.5,42.858,13.2197,8.7,2.2,0.886295794
41:31.2,42.7957,13.1067,10.6,2.8,0.886838535
43:07.7,42.7958,13.1387,9.9,2,0.887381275
44:35.6,42.801,13.2113,8.1,2.5,0.887924016
45:26.5,42.8458,13.0378,10.6,2.5,0.888466757
46:45.8,42.9172,13.1143,10.8,2,0.889009498
49:28.5,42.7158,13.2623,12.1,2.6,0.889552239
51:40.2,42.9828,13.0692,10.2,2.2,0.89009498
53:30.7,42.8867,13.1622,9.3,2.6,0.89063772
55:06.1,42.8027,13.1458,8.9,2,0.891180461
56:40.6,42.7703,13.1733,11.2,2.4,0.891723202
58:16.2,42.7667,13.095,10.8,2.3,0.892265943
59:45.3,42.9002,13.1717,6.9,2,0.892808684
07:17.1,42.6717,13.2658,11,2.6,0.893351425
09:23.7,42.8642,13.1018,9.4,2.4,0.893894166
17:52.7,42.5872,13.3562,19,2.2,0.894436906
20:24.5,42.7297,13.1898,10.1,2.3,0.894979647
21:31.3,42.8227,13.1983,13.1,2.5,0.895522388
27:01.2,42.8432,13.1238,7.8,2.3,0.896065129
39:52.5,42.7163,13.2803,12.4,2.5,0.89660787
41:48.8,42.8402,13.2168,7.9,2.4,0.897150611
49:23.8,42.8898,13.0335,10.2,2.5,0.897693351
52:41.2,42.9092,13.0663,11.1,2.4,0.898236092
55:53.8,42.9458,13.1988,7.2,3.2,0.898778833
01:59.1,42.8317,13.0227,10.7,2.1,0.899321574
06:36.7,42.8052,13.1325,11.5,2.6,0.899864315
09:04.6,42.8923,13.0345,9.7,2.1,0.900407056
09:49.5,42.9537,13.1945,8.6,2.5,0.900949796
10:20.7,42.9548,13.1957,8.4,2.8,0.901492537
14:13.4,42.8788,13.2088,8.6,2.1,0.902035278
16:40.8,42.7592,13.1723,9.9,2.3,0.902578019
21:57.7,42.8548,13.2052,7.9,2.5,0.90312076
24:57.1,42.8125,13.1002,10,2.4,0.903663501
27:37.6,42.811,13.1427,10.8,2.7,0.904206242
28:04.2,42.9527,13.1983,9.1,3,0.904748982
29:34.6,42.8798,13.0947,10.5,2.4,0.905291723
36:36.2,42.8542,13.0842,9.3,3.2,0.905834464
40:34.0,42.931,13.0588,10,3.1,0.906377205
43:17.0,42.8108,13.1277,11.1,2.2,0.906919946
44:14.6,42.7025,13.1332,14.5,2,0.907462687
46:58.3,42.7558,13.2135,10.2,2,0.908005427
48:19.0,42.8083,13.1307,10.6,2.2,0.908548168
53:49.5,42.9423,13.1868,6.5,2,0.909090909
56:36.9,42.8172,13.1642,10.1,2.6,0.90963365
00:14.0,42.9648,13.1518,10.3,2.8,0.910176391
01:37.4,42.828,13.2257,8.4,2.2,0.910719132
04:19.5,42.7893,13.1702,9.7,2,0.911261872
05:27.1,42.787,13.1257,10.6,2.3,0.911804613
15:25.6,42.9317,13.212,10.2,2.4,0.912347354
16:46.9,42.9313,13.0563,9.3,2.8,0.912890095
22:09.3,42.9278,13.0198,10.9,2.2,0.913432836
26:41.8,42.7095,13.2505,12.6,2.2,0.913975577
30:34.8,42.9018,13.1888,8.5,2,0.914518318
34:30.1,42.7427,13.2163,10.3,2.2,0.915061058
37:38.3,42.7522,13.1755,9.3,2.5,0.915603799
44:45.2,42.9218,13.108,10.9,2.4,0.91614654
45:20.2,42.9707,13.0602,9.5,2.4,0.916689281
46:14.5,42.7965,13.1085,10.2,2,0.917232022
50:03.0,42.8117,13.125,10.7,2.2,0.917774763
53:23.9,43.0052,13.1402,9.5,2.1,0.918317503
55:08.2,42.7012,13.2593,11.5,2.1,0.918860244
59:01.1,42.8748,13.1112,10.5,2.1,0.919402985
02:31.2,42.701,13.2098,12.9,2.2,0.919945726
13:42.0,42.7422,13.2492,12.1,2.4,0.920488467
17:31.6,42.7962,13.1802,10,2.1,0.921031208
17:43.6,42.8832,13.2172,7.1,2.8,0.921573948
25:00.9,42.7927,13.1445,10.1,2.3,0.922116689
32:20.8,42.8083,13.1097,11.1,2.2,0.92265943
34:44.6,42.798,13.1812,10,3,0.923202171
35:48.5,42.663,13.2165,11.4,3.2,0.923744912
36:47.6,42.8328,13.0898,11.2,2.3,0.924287653
42:18.4,42.8107,13.0958,10,2.2,0.924830393
44:09.9,42.775,13.0317,10.4,3.2,0.925373134
46:32.2,42.9088,13.2062,9.3,2.5,0.925915875
50:31.1,42.5958,13.3132,10.1,2.4,0.926458616
55:19.1,42.7653,13.054,10.9,2,0.927001357
56:28.5,42.8003,13.0568,9.7,2,0.927544098
00:21.8,42.986,13.1475,8.9,3,0.928086839
01:46.7,43.0182,13.0578,8.8,2.4,0.928629579
04:10.5,42.8802,13.2072,8.4,2.1,0.92917232
05:34.3,42.777,13.0318,10.3,2.2,0.929715061
09:51.5,42.8713,13.2333,9.8,2,0.930257802
16:12.3,42.8788,13.0753,9.4,2.3,0.930800543
19:05.7,42.9087,13.3088,24.6,3.7,0.931343284
21:25.8,42.908,13.3197,24.3,2.1,0.931886024
21:47.8,42.9087,13.3317,25.5,2.3,0.932428765
23:02.4,42.9458,13.2098,8.8,2.2,0.932971506
24:56.5,42.8182,13.0517,9.8,2,0.933514247
27:58.5,43.0448,13.1352,8.4,2.4,0.934056988
39:03.6,42.7873,13.1443,9.9,2.5,0.934599729
41:27.3,42.9027,13.3113,24.7,3.2,0.935142469
47:24.6,42.8423,13.0902,9.4,2.2,0.93568521
48:13.0,42.7893,13.1923,11.3,2,0.936227951
51:35.3,43.0172,13.0732,9.7,2.1,0.936770692
53:23.4,42.7107,13.1118,11.2,2.8,0.937313433
58:44.2,42.9437,13.1772,9.5,2.1,0.937856174
02:35.7,42.8552,13.0462,10.3,2.1,0.938398915
09:15.3,42.5843,13.3522,19.4,3.1,0.938941655
10:13.8,42.7833,13.1077,12.3,2.6,0.939484396
14:56.7,42.8113,13.1132,10.5,2.2,0.940027137
16:50.7,42.5608,13.3538,13.5,2.4,0.940569878
19:34.2,42.8913,13.0825,19,2.2,0.941112619
23:35.9,42.7477,13.276,12,2.3,0.94165536
30:12.0,42.8463,13.061,14.9,2.2,0.9421981
34:24.4,43.0603,13.0712,9.5,2.3,0.942740841
34:56.0,42.7735,13.1793,10.6,2.3,0.943283582
35:58.5,42.9167,13.0277,10.1,2.3,0.943826323
37:07.2,42.8222,13.1908,13.8,2.3,0.944369064
43:19.1,42.6943,13.2523,11.8,2.5,0.944911805
46:00.1,42.6967,13.2543,12.4,2.4,0.945454545
55:41.7,42.7758,13.1443,11.2,3,0.945997286
57:40.5,42.8462,13.0372,10.5,2.2,0.946540027
08:31.1,42.976,13.1017,12.1,2.2,0.947082768
14:36.2,43.026,13.0797,11.2,2.7,0.947625509
16:42.4,42.7902,13.2668,6.3,2,0.94816825
23:02.9,42.9193,13.2063,9.5,2,0.948710991
26:39.4,42.7327,13.2587,9.3,2.3,0.949253731
30:37.8,43.0317,13.1027,7.9,2.7,0.949796472
35:40.2,42.8068,13.1147,9.9,2,0.950339213
38:43.3,42.7507,13.1223,10.2,2.6,0.950881954
39:26.9,43.0633,13.1053,20.2,2.4,0.951424695
40:54.1,42.7072,13.2318,10.7,2.4,0.951967436
42:50.4,42.7472,13.2043,10.4,2.7,0.952510176
44:17.4,43.0133,13.1378,8.1,2.6,0.953052917
44:57.7,43.0042,13.1348,7.2,2,0.953595658
54:15.9,42.7645,13.1553,11.8,2.7,0.954138399
00:17.0,42.8062,13.1137,10.7,2.2,0.95468114
02:08.7,42.8987,13.1483,11.1,2.3,0.955223881
03:51.5,42.871,13.0562,10,2.1,0.955766621
05:52.9,42.8592,13.2107,8.2,2.7,0.956309362
06:57.2,42.6868,13.2257,12.4,2.2,0.956852103
12:09.7,42.9868,13.1248,5.8,2.4,0.957394844
14:20.7,42.9408,13.1512,10.1,2.2,0.957937585
15:33.7,42.867,13.0292,10.4,2,0.958480326
17:43.6,42.7302,13.1998,10.8,2.3,0.959023066
18:37.9,42.7277,13.2683,12.9,2.1,0.959565807
18:56.2,42.8882,13.216,8.2,2.5,0.960108548
22:41.4,42.7758,13.1142,10.1,2,0.960651289
23:23.9,42.885,13.075,12,2.1,0.96119403
36:05.5,43.0085,13.1428,9.4,3.6,0.961736771
43:33.3,43.0138,13.14,8.2,3.2,0.962279512
45:47.6,43.0142,13.1407,8.2,2.2,0.962822252
56:17.5,42.9272,13.015,11,2.1,0.963364993
56:40.1,42.8597,13.1888,10.2,2.3,0.963907734
00:22.9,42.8015,13.1178,10.7,2.1,0.964450475
08:44.5,42.6263,13.2857,8.2,2.4,0.964993216
16:15.5,42.7452,13.1192,8.5,2.4,0.965535957
16:55.7,42.871,13.1807,10.7,2.1,0.966078697
21:17.1,42.9862,13.0827,13.9,2.1,0.966621438
22:13.6,42.6962,13.1533,11.5,2.2,0.967164179
25:20.0,42.9598,13.1192,8.9,2.2,0.96770692
27:14.9,42.9348,13.2132,9,2.2,0.968249661
32:50.8,42.9018,13.0487,9.7,3.1,0.968792402
35:51.6,42.8505,13.2252,8.5,2.2,0.969335142
36:54.3,42.8117,13.0947,10.3,2.2,0.969877883
42:11.4,43.0525,13.097,9.2,2.3,0.970420624
44:42.3,42.8998,13.1903,7,2.1,0.970963365
45:29.4,42.9383,13.1565,9.6,2,0.971506106
56:39.6,42.9995,13.1583,9.9,4.8,0.972048847
00:22.9,43.0098,13.1503,9.8,3.2,0.972591588
01:26.6,43.0077,13.1338,7.6,3.3,0.973134328
03:08.3,42.6388,13.1753,15.7,2.5,0.973677069
04:31.9,42.961,13.1783,8.2,2.8,0.97421981
05:52.9,42.8008,13.0962,10.3,2.2,0.974762551
07:24.2,42.9912,13.1492,9.6,3.5,0.975305292
11:03.5,42.951,13.1827,9.3,2.1,0.975848033
14:38.2,42.9797,13.1615,9.3,2.1,0.976390773
18:33.6,43.034,13.0807,3.9,2,0.976933514
21:32.1,42.7955,13.1722,14.6,2.1,0.977476255
23:38.9,42.7727,13.1455,10.6,2.2,0.978018996
36:16.1,42.7842,13.1378,14.8,2,0.978561737
38:21.4,42.8712,13.2023,8.6,2.7,0.979104478
39:42.8,42.747,13.1118,14.4,2,0.979647218
42:51.1,42.9473,13.1748,8.8,2.2,0.980189959
46:37.6,42.9108,13.1237,8.8,2.1,0.9807327
48:29.0,42.8172,13.0807,10.8,2.8,0.981275441
51:33.8,42.9472,13.1758,9.5,2.3,0.981818182
54:03.4,42.8157,13.0897,10.1,2.4,0.982360923
58:20.3,42.8425,13.0575,9.6,2.3,0.982903663
06:35.1,43.018,13.1462,8.6,2,0.983446404
09:37.3,42.7365,13.2063,9.9,2.5,0.983989145
10:24.9,42.7302,13.1783,7.4,2.2,0.984531886
11:42.5,43.0102,13.1187,8.9,2.3,0.985074627
17:27.5,42.597,13.2377,10.9,2.4,0.985617368
19:56.9,42.7702,13.1835,10.2,2.1,0.986160109
22:10.9,42.8527,13.2188,9.9,2.6,0.986702849
27:18.6,42.8212,13.1397,11.1,2.5,0.98724559
34:12.2,42.7467,13.2032,9.7,2.2,0.987788331
37:13.8,42.7213,13.2648,11.3,2.3,0.988331072
44:41.0,42.8095,13.1253,11.1,2,0.988873813
49:52.7,42.7812,13.126,11.1,2,0.989416554
51:44.2,42.7905,13.1118,10.2,2.6,0.989959294
55:31.4,42.909,13.3385,23.8,2,0.990502035
01:57.5,42.8582,13.1245,14.4,2.6,0.991044776
08:44.4,42.8048,13.286,9.8,2.2,0.991587517
09:53.8,42.8213,13.063,10.1,2.2,0.992130258
15:40.8,42.7713,13.1348,11.1,2.5,0.992672999
16:03.0,42.7025,13.2298,12.1,2.7,0.993215739
18:52.6,42.8373,13.0573,10.1,2.3,0.99375848
22:44.3,42.8117,13.1532,9.9,2.2,0.994301221
24:43.1,43.0402,13.0968,8.4,2.4,0.994843962
28:30.4,42.804,13.0342,10.3,2.1,0.995386703
31:54.0,42.7968,13.1435,10,2.8,0.995929444
34:23.1,42.8897,13.1333,10.9,2.5,0.996472185
46:22.4,42.7628,13.1875,11.1,2.2,0.097014925
00:28.3,42.8705,13.1187,7.5,2.4,0.097557666
02:31.4,42.8722,13.1287,9.7,2.6,0.098100407
09:48.7,42.7748,13.0848,10.8,2,0.098643148
12:14.3,42.942,13.2075,9.3,2.2,0.099185889
13:15.2,42.7968,13.1453,10.7,2.4,0.09972863
22:23.8,42.7958,13.1073,10.7,2.1,0.10027137
29:43.8,42.9628,13.174,8.9,2.1,0.100814111
32:43.5,42.7342,13.2063,11.7,3.2,0.101356852
34:42.5,42.6058,13.2303,11,2,0.101899593
38:02.6,42.9487,13.1357,8.5,2.6,0.102442334
40:40.1,42.8573,13.0407,10,2.8,0.102985075
41:51.5,42.6858,13.1525,13.2,3.2,0.103527815
54:26.6,42.8002,13.1862,8.9,3,0.104070556
56:55.0,42.7633,13.1393,17.8,2,0.104613297
00:53.2,42.703,13.186,11.6,2,0.105156038
04:34.8,42.9158,13.1403,10.3,2.6,0.105698779
11:22.3,42.8222,13.1645,8.6,2.3,0.10624152
12:36.0,42.9308,13.2072,8.9,2.1,0.106784261
16:04.2,42.8062,13.118,10.5,2.4,0.107327001
16:54.7,42.7742,13.1697,9.7,2.4,0.107869742
18:23.7,42.701,13.215,11.1,2.3,0.108412483
18:50.2,42.8948,13.1405,8.9,2,0.108955224
21:13.1,42.8288,13.1713,10,2,0.109497965
26:17.6,42.7998,13.1798,9.6,2.1,0.110040706
31:51.1,42.7998,13.1248,10.3,2.2,0.110583446
34:10.6,42.8168,13.0482,9.9,2.1,0.111126187
36:45.8,42.8618,13.0162,11.2,2,0.111668928
37:22.8,42.8517,13.0382,10.3,2,0.112211669
39:10.6,42.7272,13.0273,10.5,2.6,0.11275441
40:13.7,42.8378,13.0468,10.7,2.4,0.113297151
42:20.3,42.8683,13.0638,9.7,2.2,0.113839891
47:48.4,42.8008,13.0995,10.8,2.1,0.114382632
49:59.6,42.8947,13.1942,7.4,2.5,0.114925373
54:30.2,42.7132,13.2117,9.4,2.7,0.115468114
11:00.0,42.7273,13.1727,10,2.5,0.116010855
11:52.6,42.9015,13.159,9.1,3,0.116553596
13:47.3,42.8238,13.2947,10.2,2,0.117096336
15:37.6,42.7733,13.1788,10,2,0.117639077
25:19.3,42.7383,13.191,9.8,2.5,0.118181818
33:01.3,42.8993,13.0398,10.1,2.9,0.118724559
34:00.1,42.8067,13.133,10.9,2.7,0.1192673
35:58.1,42.9045,13.202,9.2,2.7,0.119810041
38:06.1,42.9077,13.1403,11,2,0.120352782
39:10.0,42.9698,13.1497,2.2,2.2,0.120895522
41:52.2,42.74,13.24,10.5,2.1,0.121438263
46:04.6,42.9132,13.2022,9,2.2,0.121981004
50:43.3,42.9313,13.177,15.3,2.1,0.122523745
53:26.6,42.8918,13.0148,10.7,2,0.123066486
59:23.8,42.8102,13.2042,9.6,2.1,0.123609227
18:31.2,42.9128,13.1377,9.3,2.1,0.124151967
31:06.3,42.7677,13.1427,10.1,2.2,0.124694708
33:46.4,42.8592,13.0438,10.1,2.3,0.125237449
38:08.8,42.8847,13.0877,10.7,2.1,0.12578019
39:10.4,42.7853,13.1602,9.6,2.1,0.126322931
40:33.0,42.7423,13.2003,10.2,2.4,0.126865672
43:24.0,42.787,13.1332,11.1,2,0.127408412
45:16.6,42.8528,13.1473,10.7,2.6,0.127951153
49:12.0,42.6833,13.198,13,2.1,0.128493894
54:19.2,42.9858,13.1305,9.2,2.9,0.129036635
55:58.1,42.8285,13.0587,10.7,2.4,0.129579376
00:24.6,42.7148,13.2107,13.3,2.1,0.130122117
03:31.2,43.0577,13.075,9.3,2.6,0.130664858
05:30.5,42.9078,13.2052,8.9,2.4,0.131207598
09:10.8,42.8543,13.0435,9.4,2.3,0.131750339
09:33.9,42.7802,13.2127,9.9,2.6,0.13229308
13:43.5,42.9047,13.1693,8.9,3.6,0.132835821
20:22.9,42.9027,13.1668,7.3,2,0.133378562
28:56.9,42.8112,13.0977,9.3,2.4,0.133921303
30:03.0,42.723,13.2107,10.2,2.6,0.134464043
31:02.1,42.824,13.0037,9.8,2,0.135006784
37:18.2,42.8013,13.1388,10.2,2.1,0.135549525
44:13.8,42.9267,13.0258,10.9,2.1,0.136092266
46:11.9,42.8583,13.0447,10,3,0.136635007
53:39.1,42.7348,13.1457,9.5,2.4,0.137177748
54:42.3,42.7427,13.2748,8.5,2.1,0.137720488
00:50.2,42.8042,13.1308,10.7,2.3,0.138263229
00:59.4,42.7948,13.1053,11.6,3.3,0.13880597
08:32.3,42.8992,13.1542,9,2,0.139348711
08:58.3,42.8283,13.0612,11.1,2.3,0.139891452
13:24.5,42.9143,13.2332,10.6,2.1,0.140434193
13:53.3,42.8172,13.1302,12.5,2.3,0.140976934
15:38.1,42.8503,13.0995,9.8,2.4,0.141519674
24:47.0,42.982,13.1435,8.7,2.1,0.142062415
29:55.9,42.8928,13.0492,10.3,2.5,0.142605156
30:30.4,42.9328,13.2082,9.2,3.2,0.143147897
33:50.6,42.9152,13.1415,8.6,2.5,0.143690638
39:49.5,42.7547,13.123,7.5,2.4,0.144233379
42:07.4,42.8852,13.027,10.5,2.2,0.144776119
43:31.6,42.77,13.1552,13.3,2.6,0.14531886
44:18.4,42.7912,13.0787,10.4,2.6,0.145861601
52:35.5,42.7005,13.1522,13.5,2.2,0.146404342
02:40.0,42.7253,13.2003,10.5,2,0.146947083
04:34.6,42.8802,13.0763,11.3,3.1,0.147489824
05:34.4,42.8017,13.0993,10.7,3.3,0.148032564
06:59.8,42.8067,13.0992,13,2.1,0.148575305
10:57.2,42.9777,13.1752,9.7,2.2,0.149118046
24:25.5,42.8307,13.0922,11.1,2.2,0.149660787
27:52.9,42.7152,13.2648,12.8,2,0.150203528
28:19.2,42.7143,13.1883,8.7,2.3,0.150746269
30:57.5,42.9178,13.222,10.5,2.3,0.151289009
31:48.3,42.7658,13.2218,12.6,2.6,0.15183175
32:49.6,42.8838,13.0697,10.3,2.5,0.152374491
36:19.7,42.832,13.0558,10.2,2.4,0.152917232
37:05.8,42.7503,13.2662,11.5,2.3,0.153459973
59:13.0,42.8057,13.1353,10.2,3.5,0.154002714
02:54.1,42.8117,13.1273,10.8,3.8,0.154545455
03:07.6,42.8023,13.1598,9.2,3.9,0.155088195
06:22.1,42.8965,13.3172,24.4,3.2,0.155630936
12:23.0,42.9705,13.1823,9.3,2.1,0.156173677
27:22.0,42.5923,13.2298,13.8,2.3,0.156716418
28:25.9,42.7943,13.1222,10.4,2.8,0.157259159
35:37.7,42.7823,13.1348,10.6,2.1,0.1578019
44:31.7,42.8893,13.0763,9.6,2.1,0.15834464
47:50.9,42.7288,13.2203,10,3.4,0.158887381
49:51.2,42.9153,13.18,10.6,2.2,0.159430122
58:08.0,42.7992,13.1398,10.5,2,0.159972863
03:20.5,42.8013,13.032,10.3,3.7,0.160515604
06:10.7,42.7687,13.1447,11.1,2.3,0.161058345
08:54.2,42.981,13.1225,9.6,2.3,0.161601085
10:52.1,42.7585,13.1393,11.4,2.2,0.162143826
17:01.9,42.9195,13.0552,11.5,2,0.162686567
19:38.1,42.7432,13.3323,12.9,2,0.163229308
20:31.0,42.7948,13.1907,10.1,2.2,0.163772049
21:15.2,42.8712,13.0522,10.4,2.2,0.16431479
28:54.8,42.7332,13.2092,10.9,2.5,0.164857531
30:02.1,42.8423,13.0343,10.9,2.4,0.165400271
43:08.0,42.6808,13.2122,13.3,2.4,0.165943012
46:55.6,42.7507,13.1887,10.2,2.3,0.166485753
57:55.3,42.7922,13.1443,10.8,2.3,0.167028494
13:52.1,42.9062,13.2083,7.9,2.1,0.167571235
14:31.3,42.8903,13.0408,10.7,2,0.168113976
15:31.9,42.8382,13.1105,10.5,2.1,0.168656716
23:57.1,42.7457,13.1537,16.9,2,0.169199457
25:30.5,42.9252,13.1407,9.3,2.1,0.169742198
26:14.5,42.9168,13.1978,10.8,2.1,0.170284939
37:07.2,42.7637,13.1572,10,2.4,0.17082768
38:20.8,42.92,13.2017,9,3.1,0.171370421
46:26.3,43.0148,13.1383,9.7,3.1,0.171913161
49:48.0,42.6782,13.1913,13.7,2.2,0.172455902
56:09.4,42.8477,13.0603,10.9,2.1,0.172998643
04:43.9,42.9332,13.109,10,2.5,0.173541384
06:48.1,43.0497,13.0877,5.9,2,0.174084125
07:48.1,42.8075,12.954,10.8,2.3,0.174626866
11:46.0,42.7228,13.2222,12.4,2.2,0.175169607
16:50.0,42.8337,13.1057,10,2.2,0.175712347
17:33.5,42.6778,13.2293,13,2.2,0.176255088
25:04.0,42.8423,13.0725,11.4,2,0.176797829
27:23.7,42.8615,13.2382,10.3,2,0.17734057
40:04.5,42.7128,13.1477,11.2,2.3,0.177883311
41:35.7,42.756,13.2713,14.2,2,0.178426052
42:34.4,42.7753,13.1732,11,2.1,0.178968792
54:20.6,42.9058,13.1113,11,2.1,0.179511533
02:18.4,42.6463,13.3193,4.9,2.8,0.180054274
03:34.9,42.7648,13.1668,11,2.5,0.180597015
06:06.6,42.8125,13.1137,10.6,2.1,0.181139756
07:39.9,42.8052,13.1432,10.6,2.3,0.181682497
22:04.8,42.8207,13.2547,20.7,2.2,0.182225237
29:53.9,42.8615,13.1897,10.5,2,0.182767978
32:38.7,42.6892,13.231,12.5,2.1,0.183310719
36:18.3,42.8697,13.0582,13.6,2.2,0.18385346
37:16.9,42.7197,13.1927,10.4,2.9,0.184396201
52:08.1,42.7933,13.1187,12.8,2,0.184938942
55:36.5,42.9063,13.1978,8.3,2,0.185481682
57:38.0,42.7993,13.0933,11.9,2.3,0.186024423
59:27.7,42.7997,13.2083,10.2,2.1,0.186567164
01:07.3,42.9082,13.1782,13.2,2.8,0.187109905
02:00.2,42.7118,13.1962,18.1,2.3,0.187652646
09:45.2,42.9377,12.7762,14.9,2.2,0.188195387
32:38.4,42.701,13.2657,10.4,2.5,0.188738128
33:20.1,42.6865,13.2035,12.4,2.5,0.189280868
37:36.8,42.9138,13.1018,11.9,2.4,0.189823609
42:48.8,42.8022,13.1015,10.4,2.1,0.19036635
00:10.7,42.8883,13.1758,13.2,2,0.190909091
04:07.0,42.7117,13.2732,12.9,2.1,0.191451832
10:54.9,42.7517,13.0828,10.4,2,0.191994573
19:16.2,42.7165,13.1977,14.8,2.2,0.192537313
20:51.0,42.7972,13.1202,15.4,2.1,0.193080054
24:11.1,42.8023,13.1707,9.1,2.1,0.193622795
30:56.2,42.7308,13.176,10.9,2,0.194165536
32:04.7,42.8082,13.1357,10.5,2.1,0.194708277
34:36.9,42.8788,13.0978,8.9,2.1,0.195251018
38:29.0,42.7563,13.2247,12.3,2.1,0.195793758
